product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english
68f2b86d618f20c45d7a0db6db2cc664,beleza_saude,370,3820,10,7670,250,130,160,2
7781d6283100da12454a264ff46216b2,bebes,520,9170,40,10000,500,190,450,0
5d6bea33648f018dbb563f3a2fab09f3,moveis_decoracao,530,6160,10,40000,300,350,300,4
80be7f3c94ee90b42197f718de0ea371,bebes,560,9370,20,4000,300,160,160,0
ca86b9fe16e12de698c955aedff0aea2,informatica_acessorios,410,5000,10,4000,180,90,160,5
732c1b4a64547db8a6aa780bba696cea,utilidades_domesticas,370,1190,10,2000,250,100,150,0
9394f87dc3875b085ec46efca4822642,cama_mesa_banho,570,8170,30,10500,210,290,290,1
63c4a70e0a12b4bd9475fca9e9937e76,automotivo,440,3500,10,300000,600,600,600,9
869ea93586ecd74a64e5aafcad1036a9,alimentos_bebidas,350,3780,10,6000,280,150,200,0
695da2d1ee50ae5a8ad2085798a645ad,construcao_ferramentas_jardim,550,20390,50,2350,210,70,150,0
db8d62bf1bf1d2dd880c99b88ebff3fb,automotivo,600,7050,20,3500,170,210,110,9
3ce943997ff85cad84ec6770b35d6bcd,informatica_acessorios,580,6360,10,8000,320,110,130,5
77fd0803982844397705c756614105c7,moveis_decoracao,520,2820,20,86000,400,300,400,4
912d5af95a68c1f1b7ba4b69e4344e61,beleza_saude,390,8580,10,5000,370,100,210,2
3fa7fe855040269e26ef452c5679234e,eletroportateis,460,31630,30,10250,370,260,290,0
4cee3d875eb2f9d331aae01b8c4781e8,cama_mesa_banho,550,3120,10,7500,160,100,160,1
09f62215f404dbd29cb4378c9952e1b9,fashion_calcados,340,2400,120,2000,290,70,160,0
5e41aec274955a3f044a67902798af2c,automotivo,590,2000,20,1500,200,150,200,9
1b125123580a802629427ebd924ff335,fashion_bolsas_e_acessorios,580,5710,50,1500,170,90,170,0
a351c3c754b40be18374a299ca68882b,telefonia,430,8670,50,4500,160,160,160,7
8275ff8af7dedbf142a446d74d0c5daf,eletrodomesticos,550,980,10,1500,200,130,150,0
70af9f85d8121e98ab6c26d0fc760d61,beleza_saude,500,2220,10,5500,200,90,160,2
70aff5fb2ab50a5805411600994b01e8,fashion_bolsas_e_acessorios,250,3650,30,1500,160,140,110,0
78b3ee06d49e019869ec3ec4e356d055,papelaria,590,2380,20,67000,600,100,150,0
364db9e9154fdb4355992287afa4f774,moveis_escritorio,430,13940,10,135500,580,550,240,0
4666663905288ce384a71d096b22e7cd,papelaria,490,10480,20,13500,110,110,520,0
0f2720a22895fc23480cb778e022a50d,bebes,420,10270,10,163000,440,700,320,0
dad27486af34282fef3bef995d0fda7b,cool_stuff,330,6040,10,20500,420,250,150,0
af79ac70de9a79b9c1c85ee0880c7206,esporte_lazer,580,3830,40,9500,220,50,140,3
323c53e2d6f8bace877b0df931ab58f9,cama_mesa_banho,570,6350,10,13000,200,160,200,1
064d09b1de34c17dbacfa4096f79f256,ferramentas_jardim,550,9920,10,4000,160,70,160,8
3fda13f397426103abde1f106676f0bf,beleza_saude,520,8090,10,3000,160,160,160,2
8acbb05460d726307368e3fd43470285,casa_construcao,600,9070,40,99500,520,220,520,0
49366a8fab2e191239a143647474e7fc,esporte_lazer,520,22380,20,3740,220,140,140,3
095cb863f2b04911455ad33f5177062e,livros_interesse_geral,480,11400,10,10000,160,240,160,0
afbfd6b7742d136c2264a48e60a3fad6,market_place,360,22170,10,6500,400,310,140,0
34194988e78bc60417003c8a235b8083,informatica_acessorios,380,5260,20,1500,200,200,200,5
993ac19aa975075775c16ba15426f8be,informatica_acessorios,520,17310,40,96000,520,190,510,5
1340fa675dcc9085a832da030acddae5,informatica_acessorios,330,4650,20,1500,220,160,160,5
0c85b3e0748fdc1a15f227525d317821,livros_tecnicos,480,15610,10,24500,290,50,210,0
0259ef48d9c5f59c3b31147c52db801d,utilidades_domesticas,550,4100,10,36500,370,250,300,0
621825925438424fa89b11502fe477cc,bebes,470,8900,10,2000,330,60,120,0
ee7aaf222ae5b180937c1ee17394225b,moveis_decoracao,560,5630,20,139000,490,420,420,4
846da0169591ba9433fe3a6ba6ba0373,utilidades_domesticas,510,4820,30,6170,400,130,250,0
83ca77d87b187321faaee535adbce26c,climatizacao,470,7810,50,53000,260,260,560,0
2db5c88d6c9f09b9d0508cf01bdc54b9,esporte_lazer,500,9790,80,75500,900,200,250,3
77feb885b9ca6c9b64934b33e3c0e15e,ferramentas_jardim,540,6830,30,63000,370,150,370,8
91eca57bdc51c30bb4204537e9996058,telefonia,590,3620,10,1500,160,20,110,7
b414928d2f8bfbea1bf625562b6fffc2,perfumaria,510,7390,10,3250,220,140,230,0
61ea03fa426c7d0c074eb8a7c8e03a99,utilidades_domesticas,220,7290,10,3000,420,50,290,0
d8707dd860f966067547d4cff53496f8,beleza_saude,550,29080,20,2500,240,260,110,2
73b4a12b226263790a8726fac9f30b34,moveis_decoracao,630,5180,20,9000,800,100,600,4
5fc604f5f76a23b94565f06a830fa835,esporte_lazer,510,3020,10,4000,200,200,110,3
0b41e00d58da605465f22bde5b7cf725,automotivo,450,5560,10,116000,550,350,450,9
4630761de87581e8b659dc77bb7eb4ee,malas_acessorios,520,2200,10,6500,460,100,340,0
02475368dfb38934fe55f574024fe1d7,relogios_presentes,550,5690,50,2500,160,20,110,6
b0b6c0bcc946a842de76a06f28722962,fashion_bolsas_e_acessorios,240,5320,50,3000,160,120,120,0
d1c965e9559fed1df80e7488ce88d53f,perfumaria,560,11230,30,5510,190,190,170,0
3a081630438070b86de554fac9edcc7a,cama_mesa_banho,540,9090,10,9000,250,50,250,1
4e299043dd819cc6f103f77b4bcf11eb,cama_mesa_banho,530,2940,10,40000,450,140,420,1
985917955434700f83de118d8978d560,fashion_bolsas_e_acessorios,440,5740,20,1000,160,160,160,0
18c2db7204cdc97ff47fb6727bb1aa19,beleza_saude,510,12370,30,4250,280,150,280,2
aa74ebe862c9061d4272681810675a01,esporte_lazer,430,12360,10,15000,210,260,210,3
c281cd6ab8544581722062ab2bc7a217,esporte_lazer,430,2330,20,9500,600,150,150,3
be1d0cae4c4acf0350ad1295fe5a3299,cama_mesa_banho,520,4550,10,3500,160,100,160,1
a3d101bfee6cd242a56008611f7c1335,informatica_acessorios,600,1710,10,3000,500,50,200,5
5c6c8bdc71e47cac577be6a17cef3ab3,informatica_acessorios,390,4660,10,2000,160,190,160,5
06f89d2b2a8b4994e56366402feacba9,consoles_games,580,18110,40,7500,160,80,110,0
57d9a5d185e8254383504f57c4b8ddcc,moveis_decoracao,550,4660,20,5000,160,300,300,4
5e1fd83e9a7c4730ccc806c248ca0720,ferramentas_jardim,470,7080,40,6500,300,100,220,8
a3e4a417e7dab3de222f227781c2c291,bebes,560,18820,40,107000,350,570,520,0
e61bf3c66ce1e3491166b89fd29baf58,cama_mesa_banho,600,8700,10,192000,580,400,500,1
0ec96e6d31a1493b0475805c9ae1a0a2,moveis_decoracao,480,4090,40,14500,240,180,180,4
c63ea4621680c1b0fca8864c0564bd78,informatica_acessorios,570,9180,10,6250,250,80,230,5
4ef061c259138e88ac20204e453f201c,utilidades_domesticas,570,5010,10,7500,550,60,350,0
3197b90a5a79fb94cc45a0f42b75dd01,perfumaria,510,6150,10,1000,160,50,110,0
e95fb3a80ca294f39de925b6428f3a32,cama_mesa_banho,290,2630,10,13000,330,90,380,1
1b3c5b1455f3e42d831fb778055c9e45,consoles_games,520,19160,50,9000,200,200,160,0
ac4d8b40fc57f2366c3df122fbc2d353,construcao_ferramentas_construcao,350,12750,30,4000,270,110,160,0
112c98970afb0e6dd81c05ddd447416d,eletrodomesticos,520,3720,40,2000,270,130,170,0
d6bbda35f0b8505c2f824f1d90295855,brinquedos,450,3170,50,2500,160,70,110,0
1f792af77962621fcc80d95c2897bb19,cama_mesa_banho,400,5900,10,2500,220,50,160,1
8049d38dde63e0ca96af1e9511d4727d,cama_mesa_banho,590,6280,30,36500,490,180,410,1
5c31001a08d64b7c60a58f6e5a9604b5,moveis_escritorio,420,20650,10,151000,580,280,560,0
bb32b03270ad3f5a8aa9474d354119ab,utilidades_domesticas,560,8430,20,5000,300,200,300,0
8cc8c4d7141c82262576156f95ff3907,brinquedos,110,13490,20,7500,200,580,210,0
1fd95182c672cf5b10c82207ca5dab97,automotivo,580,7970,50,11000,230,70,380,9
fe9f815c71f1651837c0f6770e533db4,moveis_decoracao,420,9280,10,6500,170,170,170,4
e801441171ec3eaf3bbb86d6ba6fc9af,relogios_presentes,440,7880,10,2750,170,100,120,6
eaf84e31d1e891449aa5cf7130e75fc6,cama_mesa_banho,550,3840,10,13500,500,50,500,1
16b5adf7a7890633a2642ea9bd8a9ea5,eletrodomesticos,520,8850,40,18000,300,300,300,0
55b8fd61c5b3198e5801450b75a656e7,relogios_presentes,370,2860,40,10000,200,200,200,6
e39ad6a03434d2664d4b5c3bb331f2d8,telefonia,570,15530,10,1500,160,50,110,7
ac25e2fbad9f60979fc3bfeda708178b,construcao_ferramentas_construcao,520,15480,10,1140,160,120,170,0
75be6b15a70d22b49d21e9c90ae7c2d6,eletronicos,300,3600,10,1000,250,70,160,0
078cd7c7e05802e62f12b568aa50ed9a,brinquedos,390,2380,30,7000,300,50,300,0
0ec884e982b64baccc2612396932cfdd,esporte_lazer,530,11620,40,39500,530,100,260,3
0f63bdd7e201644735e2c9d8fca69554,automotivo,540,14750,10,3000,160,180,150,9
eaa5e4f6335cbfad1703327e407e4eca,beleza_saude,490,6960,60,3500,190,110,230,2
9d6fc8e7b56702efaf2e2eef7fede2d5,telefonia,310,8900,10,1000,170,20,110,7
e8bf29c4bfb2d46faeba76ed3db7f44f,eletroportateis,560,10990,30,93000,330,290,410,0
faaa13c4eb6bb073693378999e40b9a0,moveis_decoracao,500,2320,10,70500,300,200,700,4
bf4a2b62685e6934498ffa6d8b5885c1,automotivo,520,7000,10,1000,320,20,240,9
813a9ef2db7efff209973a335d043c0f,moveis_decoracao,590,20060,40,29500,690,110,110,4
d02f9550ee49a75b19c5e0d26f9756aa,esporte_lazer,570,9200,20,24000,200,200,200,3
42bcfb513ed8c673eb7ddb4ddfaf9347,pet_shop,510,15450,20,9000,240,200,240,0
46fd22a153db867285b826a2c62b446b,utilidades_domesticas,580,8030,30,109000,710,250,450,0
9e91c1a0603362cd90caa2e9f6580bb7,eletroportateis,540,10010,10,21500,200,250,320,0
da727a53b3315a1efeb68f23a95eae97,relogios_presentes,430,1560,10,5430,160,120,140,6
5a286d54a7400c4a0921c6e99300d684,informatica_acessorios,360,1350,20,850,150,100,150,5
fd45ce2fbdcaa362dfb5d1a21e87a711,cama_mesa_banho,510,2080,10,5000,160,100,160,1
d49ab5dbfc9329699c524e4f513c5e7f,moveis_decoracao,540,5100,20,44000,300,300,300,4
fcffe8b68efdfe24c139e44753dc505e,cool_stuff,520,9980,10,26000,420,250,150,0
24c9d329963373e2fccaa3f3204db19e,consoles_games,580,6010,20,1000,210,240,230,0
8dff5399c7a5552ee041c8bb465e5288,audio,480,3510,20,1000,190,40,110,0
2397e0e56f2c656e794348f4fbdfa3dc,brinquedos,470,13750,10,30000,330,370,220,0
39e3d246a3edd7b9ceba203155c1542c,cama_mesa_banho,560,5170,10,10500,160,100,160,1
ace4686a281385c082500437e5e73b61,automotivo,580,35300,50,27000,280,70,200,9
c927fb6e90732272045f357a48eaf58b,cama_mesa_banho,530,2220,10,59500,400,200,400,1
05ad2310de31ddb8bc7f976b6fe02db7,utilidades_domesticas,550,28120,70,7500,300,120,300,0
60e68dc2013929af2b3b5408e2da87fd,brinquedos,520,3970,50,5500,320,110,200,0
258063ebd89572a6ccd9c599b3193398,fashion_bolsas_e_acessorios,560,3650,30,7000,430,270,160,0
cda3337475782af1a6a9e5580ca94b7e,papelaria,530,8180,10,4000,350,160,160,0
1799c1c2eadf9f798fd74599e6028510,fashion_bolsas_e_acessorios,360,8220,50,500,180,180,120,0
f0c093c76173e238666bd40e2bf6217f,casa_construcao,530,11350,40,26500,400,1000,200,0
9c60b810e32e14c3a278742567720634,moveis_escritorio,470,5590,10,174000,630,580,260,0
4148d4f36653927e8641a9d6afbfc5e2,cool_stuff,480,16890,30,7000,160,20,110,0
4910917f05092f331bf3a477f791cc01,relogios_presentes,520,1020,20,2500,400,100,250,6
0dc2c7b7e9708ca6f165c3de6c98a7d5,moveis_decoracao,390,940,50,2500,160,50,200,4
12fe5f63ed2e43c806260b2476886351,ferramentas_jardim,570,21300,30,127000,460,400,460,8
4e5e41fb7d296a6f776c63fee5cb9fac,relogios_presentes,340,6440,10,4850,180,120,150,6
4b6563a1f29c21523ddf75fc04abe980,moveis_decoracao,470,6280,20,5000,800,200,200,4
7151659c0516da0bb3d9f27312efb652,beleza_saude,490,17290,10,23380,250,230,180,2
4a69179fab5ff745a1fc23748d65551e,beleza_saude,510,12940,20,10250,210,100,160,2
79a0f9f823d85410833d712d89666717,utilidades_domesticas,600,3610,30,14000,390,180,270,0
be62f0c24387eae79f18265ad2a5d8cc,esporte_lazer,600,22140,10,41000,160,100,160,3
d328462624ad874c591813fcfadbf1a0,cama_mesa_banho,530,4130,10,18500,420,110,360,1
4cc10c744962c909b9612c462b3f5c7c,construcao_ferramentas_construcao,510,3290,30,1500,160,80,110,0
ddcdacf74586b9dd116c64a5ae448f23,automotivo,290,1410,20,9000,160,570,150,9
c2d230b1474e8cffda72ebcc71c5cbb4,telefonia,580,18380,10,1250,180,50,120,7
257452f5af0c5b1bda43fecc770f335c,relogios_presentes,290,3240,10,6750,170,110,160,6
d62404ec5fe357da9b6369b3b472f162,esporte_lazer,460,3610,30,7000,220,520,250,3
1db1301d6b2401401a26dd1aabcb809e,agro_industria_e_comercio,600,8640,10,46000,220,220,220,0
fa814ebf85f1640b2acea3c4378d40f9,cama_mesa_banho,600,2840,10,11500,410,130,130,1
387e781bdd254dd8821e6194af0fa8d7,utilidades_domesticas,630,4970,10,99500,470,200,600,0
d31ef0d2022ce16ea2ccc36bb4ad6cb9,cama_mesa_banho,590,2620,10,40830,560,160,500,1
79792fabf714677e94472c3ce5e719a5,moveis_decoracao,570,6460,10,3000,160,300,200,4
b9023d686fca0dca3ac844814e92e92b,eletronicos,460,23050,10,2000,260,70,160,0
277bf2ba07ff0451aa37701b45aad827,esporte_lazer,580,4070,20,8500,300,70,300,3
ccb4503d9d43d245d3b295d0544f988b,livros_interesse_geral,510,4890,20,6110,220,220,230,0
bdd7ae3003cbfd7704d3664e85201ba0,papelaria,510,3180,50,46000,600,200,290,0
14b4ba1b43773a92e0abe6dc500fe18b,cool_stuff,630,2370,10,8500,230,180,330,0
6fb42788c5ef9affaa2fec30ca8b6053,ferramentas_jardim,390,3720,10,2000,160,30,130,8
5d111f6911df7bfe5ca68fc9b9251d51,esporte_lazer,320,4860,10,4000,250,150,200,3
af322f53ac46d23069c8ce5a98632cd7,bebes,490,3750,60,2000,290,70,160,0
63d117fa87d2dff89156e2c9d885dba7,telefonia,560,26570,20,5000,230,70,150,7
4bbaec4be577b56985a8fef3237b7551,automotivo,540,12040,10,7000,160,20,110,9
c060e10a2d12cc32962f598397156c20,cama_mesa_banho,340,27700,10,6000,160,220,110,1
57aae7271c7c24614b0d663c6df83f35,esporte_lazer,320,10420,10,2000,180,110,130,3
c2a7775e16b4ac0e1e9d78c9e8c9e825,utilidades_domesticas,540,38310,10,3500,210,210,150,0
0c79aab7a6a2449f932887fb3c8d0127,automotivo,430,4200,30,2500,180,90,140,9
bae07c7efc89a25b04daff4b11b7d853,cama_mesa_banho,600,1610,10,17000,450,140,340,1
2b6e9bb796af726ac7d07348a11852ad,dvds_blu_ray,550,5550,10,2000,200,20,140,0
9b9005cfa3747d9fa0d544fc9f994c14,ferramentas_jardim,430,10670,20,7000,330,100,180,8
2c65cb7e002dd5aa378a903a98272c29,moveis_decoracao,570,2680,10,15000,400,60,320,4
c8a06a6cf1dbd09f3273d65d3dc2da99,beleza_saude,520,24960,10,1000,160,60,110,2
4c72e6d081c8a1b5430351d015eb86ba,moveis_decoracao,480,1830,40,20000,350,150,250,4
0ec09d10ef472b982d230612dbd5bd16,cama_mesa_banho,540,2890,10,32500,360,100,350,1
5094d0cb28a3e400d90c21c6df262856,cool_stuff,560,950,50,8000,470,50,200,0
53b0b6e69e80935440712605cd5699c2,perfumaria,320,12880,30,750,230,160,160,0
1b73aaabcddf5be28fba09916e1ed907,cama_mesa_banho,590,810,10,5000,200,20,150,1
4ff6d690de7f98ab534ab22881bf5819,alimentos_bebidas,570,9860,10,12000,190,120,120,0
4e27772a66624ce9308a0eb8b989ebe7,beleza_saude,480,3250,10,5000,980,30,120,2
57d79905de06d8897872c551bfd09358,telefonia,590,5400,40,3000,170,40,120,7
ad88bf1ad347307438c9c852084a06ed,automotivo,450,1360,10,1000,180,40,110,9
b12f82804a690dfabd840ce47db63c40,beleza_saude,600,18060,20,6500,220,80,130,2
37f05006248fc8b0d04270ef02d24406,fashion_bolsas_e_acessorios,500,5720,50,500,180,180,120,0
6e513315a63d66f74752d341f410109d,informatica_acessorios,590,3060,10,3000,200,200,200,5
cbdb31ccb8741d52e26bf2a42c1648d1,utilidades_domesticas,280,3540,10,23000,500,110,500,0
1b0fb6d6a05121d4b76a49f44c2c427b,moveis_quarto,410,5410,20,107500,930,630,110,0
7f70545e9d4c47a4e84278437672f03f,eletrodomesticos,570,1250,10,3000,180,80,130,0
cdf0c921e5025a7ad81c1708b27393e0,beleza_saude,560,4890,10,64000,240,150,170,2
0c8fac7d7944ea8906fd291a8609474a,automotivo,510,9200,10,3500,300,120,200,9
71218f861be8873ed7900874b9497582,moveis_decoracao,580,19690,20,30000,690,110,110,4
5abf8ac7fdb8291904445c4bd64ac917,malas_acessorios,550,5960,20,42000,550,250,370,0
1ea233affdd668b45c809f65711ccd37,sinalizacao_e_seguranca,550,2260,40,2000,260,40,190,0
634256dbcd184b3757ffd7632c9fe52a,beleza_saude,490,2950,10,1500,160,50,170,2
e6574cebbeb21c82802d3a0b682129b6,esporte_lazer,490,12630,20,300000,1050,650,250,3
9ecdbd21cd2c1067a8dda34c1674cec4,moveis_decoracao,470,4500,40,8000,200,150,200,4
001c5d71ac6ad696d22315953758fa04,cama_mesa_banho,500,3810,10,18000,470,210,410,1
21733435c91b1a39455537eeacd3c467,ferramentas_jardim,630,5250,30,3000,160,40,200,8
95e25af33821b9d231e06f1e7cd34d4e,moveis_decoracao,50,2670,10,26000,180,400,130,4
bb46f6475fe5c9e1d9a869d904b8b4e1,beleza_saude,350,6540,10,14000,310,240,310,2
efeaa7462b9fac16b6684016efd28fd2,pet_shop,550,8700,40,10750,250,160,200,0
1d4e4fe443679ead3a7eb8680e8668d4,livros_interesse_geral,330,7540,10,4750,260,50,180,0
813a30050677eb6996e12eea9ad400bf,beleza_saude,590,17260,50,120000,650,300,400,2
77f9afba18e2795ef8beea40ea189168,ferramentas_jardim,460,10430,20,79500,540,700,440,8
497aaad8194759cfad63465c1b810286,utilidades_domesticas,480,5540,30,54500,400,150,350,0
3a0a3519bcf5912cff87d401e007c5db,cool_stuff,550,1320,10,56000,250,370,360,0
4cd6ba4ea3112de8fc238307c4dc6307,cama_mesa_banho,430,5060,30,10000,350,80,250,1
7413f40201dadc558699e8de1cbfa922,esporte_lazer,200,5240,10,252000,380,40,380,3
3c95f0e78d88cdfb8af7f72dd586a4a0,cama_mesa_banho,440,3380,10,12000,340,170,280,1
c50acd762180950385dcac913067fd44,utilidades_domesticas,570,7390,10,17000,300,300,300,0
ed7ba72ce7a0ce3d9b60d543329b1fa2,esporte_lazer,230,4490,10,2000,200,200,200,3
6ca5428af5edb5066b1966ad58501b60,perfumaria,530,1720,10,6000,180,80,120,0
290ee150f608e4391785e3ca842ed6d7,informatica_acessorios,570,1750,10,4000,390,70,180,5
c5944369a5cc96d600713f640e46ab5e,relogios_presentes,190,6990,30,3500,180,100,150,6
513d6bfa0cc5198ae04a6ebf0baeae98,eletrodomesticos,520,4650,10,3500,160,150,200,0
20e52965ed6d9e498b87dd87d050afbd,informatica_acessorios,570,4670,50,7000,470,60,320,5
0a90097256285aa4c813f41e6fc1e6ee,esporte_lazer,440,2260,10,71500,350,350,350,3
68361925fcb61b3627e79dd95137ae7f,informatica_acessorios,280,10640,10,2530,140,120,120,5
08e2111445e8c886145ce42fbe261085,utilidades_domesticas,440,4260,10,7500,200,200,200,0
821ae2896de474efe8116ed6863682cd,informatica_acessorios,370,4500,30,3000,220,50,160,5
48390200e49b570705afb0bf9442ee5e,utilidades_domesticas,540,7390,70,10500,160,200,300,0
8fc237f3709cf31cbe92dca0083b5681,instrumentos_musicais,450,4050,10,2000,160,160,110,0
dd469c03ad67e201bc2179ef077dcd48,relogios_presentes,330,6580,30,4000,190,90,150,6
19b273d8fd4a02daae6db415447b4a4a,telefonia,510,4310,10,3430,190,60,160,7
c25a30113a3cb20b4914a605d8682953,esporte_lazer,250,18750,20,7000,250,360,120,3
0a9a9c25c5a06532d1766e00db833a7f,beleza_saude,360,3650,10,1000,160,30,150,2
de7df82eb1e48c456b020c2cfb03aeed,esporte_lazer,600,3330,20,2000,300,200,200,3
d6678d48e432cbd4f704872edb1cf409,moveis_decoracao,600,20000,30,14500,690,110,110,4
278348d4c3a557e1eb4d99983f9edba8,pet_shop,410,870,10,35500,340,110,300,0
aae1c80508d794a69456c92a49968a2b,moveis_decoracao,570,22600,30,15500,690,110,110,4
29dcc20b00ccb0dd2136eb2f4c5f3847,moveis_decoracao,460,1920,10,17000,400,100,400,4
c170e8de4edb5424cbd56ed64c288639,telefonia,570,24170,60,9150,120,120,80,7
eac8b9e1c1eaa41a41acc9f41d1287e5,cama_mesa_banho,420,3190,10,3500,370,50,300,1
c7084bc72369a57c93c6edaf0b60b235,beleza_saude,370,6130,50,6000,230,70,480,2
e30aaafe45e34ce07003ef0cfcb6e49d,cama_mesa_banho,490,10030,10,15500,400,90,320,1
d2f7e9449566eb0658d4f5092d71e8a4,fashion_bolsas_e_acessorios,470,1300,40,4250,170,40,130,0
9bc5cc0e165e23d3f4824e7b02fb16e3,malas_acessorios,580,8550,70,11500,350,140,290,0
b988dcec4901f325d06b162e02b3c5d6,utilidades_domesticas,290,6370,40,5000,160,120,120,0
6dbfe807ef0967e3a7136dee5bbe90ed,relogios_presentes,560,10570,10,3500,280,100,180,6
69114932c5311e312eaf356081313a4d,brinquedos,550,13140,40,94500,890,530,120,0
461ad76d92ef0858a087d05f96b7d6e5,papelaria,510,880,10,1000,160,50,160,0
104df90728d375537321e6d994168cc1,ferramentas_jardim,630,7350,40,57500,410,180,270,8
315affd5901833621c947264eb9f2588,relogios_presentes,560,7410,20,3000,160,110,110,6
9041a4cde4a900bc259d3b1b6847f6b1,moveis_decoracao,530,6260,10,85000,350,450,450,4
ba8ebd875851a6e44d2290d2cbea64cd,beleza_saude,530,4210,20,3500,220,120,170,2
e389381479408ccdcdd406d8d3049e45,papelaria,570,3080,10,2000,160,60,110,0
32ae70a1e852f24cddc353ef7d38ed0a,moveis_decoracao,630,6780,20,6000,380,20,200,4
e189be46c3e52f23ebe8a520e59d2c46,fashion_roupa_masculina,580,2750,20,10500,400,60,350,0
aca11cfc608a458947b3038e5e70312f,utilidades_domesticas,580,6680,20,7000,250,150,600,0
95a32290cbf617eef9053042fb61dea3,brinquedos,350,3420,10,7990,170,130,160,0
cf2f4b488fc5808e6c78366a0b73b4a8,utilidades_domesticas,600,12960,40,151000,510,390,350,0
2ce9227f31dd89541bd4b89d835e9056,consoles_games,280,14920,10,1500,180,20,140,0
2007f2b457d10773f0d40622a433a22c,perfumaria,450,9510,20,1000,160,110,140,0
01c2e91674406ebaca6a1bbf7f61c3f0,informatica_acessorios,550,2600,10,6000,230,160,160,5
c9996076c21558c4878c8d2fed12c45a,brinquedos,530,4650,60,18670,250,180,250,0
d2169b4ca33cf18e5cf73716179912c8,utilidades_domesticas,290,3650,10,7000,160,230,110,0
cf28a2b7bc92809a0574cf07772c88c4,cama_mesa_banho,570,580,10,2500,200,20,150,1
3ee348fbc4378a65116322ca7fe06729,brinquedos,590,5490,30,116000,240,770,240,0
6c273bcb49e4c78e0de3043e5efe81f9,cama_mesa_banho,590,5520,10,4000,260,20,200,1
3a806ac1ab98107febb4ffcf38bc1fac,bebes,530,7040,30,47500,600,200,500,0
cb3eca8ad99e38bf5287d408960623d9,automotivo,570,23040,50,2500,160,60,150,9
0ecaf0629e5e227413504f3892bd76ba,casa_conforto,570,3370,30,38000,450,150,350,0
48acade3f4dd39bbab10bd14bcfc8735,beleza_saude,520,16490,10,2500,220,50,150,2
21db47f6493b06e8e7fc562ec9890e77,informatica_acessorios,500,2810,40,3000,350,50,250,5
c1fe5eee19b0b5ef9cd3172bbb995bbc,moveis_decoracao,410,3180,10,23000,370,300,200,4
deafa3faa1b80a845f4fbfb3ffa5d0b8,papelaria,580,5030,10,59000,350,350,260,0
9d641daeb448e6a915e1f81234d4cd33,relogios_presentes,460,6590,10,3500,210,140,140,6
bbc74a748306b105fb908c780551457a,instrumentos_musicais,410,33400,40,7000,160,50,110,0
111a3ef82d77e13260a73fbf58c41da5,perfumaria,590,5090,60,3500,160,50,150,0
6d3b335d1fba472b61c01ba542307f62,cama_mesa_banho,600,6010,40,23000,400,130,300,1
4e3338174342c9d868255b062718111e,automotivo,600,8910,50,8500,230,70,380,9
d20466987c855004cda6b91a3a09da79,moveis_decoracao,550,2230,10,268000,560,480,380,4
8c59dc491e73996f708d433188285ed1,cama_mesa_banho,550,3150,20,8500,300,100,250,1
d287f2c7cdde1081203fb2413e9f8005,construcao_ferramentas_construcao,600,3270,10,296000,460,130,460,0
003dbcabcf8e3231de657c7d9f9a5eba,esporte_lazer,430,12130,10,18000,300,220,220,3
df4bcf4a328103951507064660c445e9,automotivo,370,14790,50,6500,260,90,240,9
36c2fb4fa746273709c373f6d6ec6796,cama_mesa_banho,550,17140,10,60380,680,170,470,1
50571d0f0f8ffbeec1c64cefeec01135,fashion_bolsas_e_acessorios,580,5260,50,3500,430,160,270,0
0a29ce51f88190dc32d9f6a23f7e9a8c,utilidades_domesticas,420,2450,40,1500,190,40,110,0
9386012b71cfdcc82a3fe58df7e8c0c5,cool_stuff,590,5990,20,33500,450,250,180,0
75a9a2b97bddd22ba8b6fdd4b042da42,beleza_saude,570,28970,10,12000,350,100,350,2
64b7b1d7151216b171067bafdb70d0bb,bebes,540,3690,10,4500,350,20,250,0
3116933c5301f90d4446f1ac5912edae,construcao_ferramentas_construcao,440,4260,10,28000,220,190,220,0
a8e7b3f6db5b8a460082c9982f9337c2,esporte_lazer,350,1280,10,1250,160,70,140,3
daca0700540caccd14072597536e3632,automotivo,330,20580,10,6500,220,130,120,9
ca165220cdeb3367ea870193baf4a7cd,pet_shop,600,3670,50,16000,400,170,400,0
c6e37798f72f83c034ba97e2680cb5d5,informatica_acessorios,540,2670,10,2000,230,160,160,5
e8e86cbab028363545a5bf0ca5e226ee,moveis_sala,360,3120,20,60500,550,100,460,0
15c53c3819865dc1083cf45b3b888b43,relogios_presentes,590,3240,50,2800,300,300,300,6
e04ca4dba6bfe0dceeedca468acf5014,perfumaria,560,5450,10,2350,190,130,160,0
453b0d78c257bdb2b47099a6a1c22040,instrumentos_musicais,480,1370,10,7500,220,90,570,0
17f221c334109f71ffc36e54fc32a836,automotivo,590,5440,30,5250,600,80,330,9
4b72033d6547d584a65c309c78552e24,moveis_sala,410,2470,20,49500,470,120,450,0
8435e69e8ca35cc17d3471e240ea0d44,bebes,490,16940,10,34000,790,110,550,0
472a376420891aa45cee5d0b46c17d4c,papelaria,500,3170,30,58500,600,200,290,0
fc3d0f0efacfaae58292fed1ab69fd47,esporte_lazer,340,4860,10,4500,250,150,110,3
